Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSG00000156482,RPL30,Gene Expression,0.14893416660595588,0.0,0.0,13167,1.267991514771541,2374
ENSG00000185745,IFIT1,Gene Expression,0.14766622726801634,0.0,0.0,1974,0.2113798290457904,948
ENSG00000100316,RPL3,Gene Expression,0.14764544450593395,0.0,0.0,15151,1.6076834112299927,2635
ENSG00000138755,CXCL9,Gene Expression,0.14623989980059177,0.0,0.0,1260,0.13515512729534282,602
ENSG00000159516,SPRR2G,Gene Expression,0.14619154509036092,0.0,0.0,2350,0.2982274503583704,834
ENSG00000155368,DBI,Gene Expression,0.14578296892922302,0.0,0.0,3961,0.25891739578648554,1044
ENSG00000198074,AKR1B10,Gene Expression,0.14552063907313234,0.0,0.0,1681,0.1019438023926889,513
ENSG00000142937,RPS8,Gene Expression,0.14536856118876107,0.0,0.0,17030,1.5397577985149267,2551
ENSG00000147403,RPL10,Gene Expression,0.1451210201718863,0.0,0.0,14855,1.5017421186635906,2544
ENSG00000167644,C19orf33,Gene Expression,0.14488518509117645,0.0,0.0,4234,0.3714950596993529,1325
ENSG00000188257,PLA2G2A,Gene Expression,0.1445365834811311,0.0,0.0,421,0.18050870794215682,291
ENSG00000188643,S100A16,Gene Expression,0.1444723669875933,0.0,0.0,4773,0.43233383434836553,1418
ENSG00000132470,ITGB4,Gene Expression,0.143452391547282,0.0,0.0,3054,0.3912345268876185,1300
ENSG00000036672,USP2,Gene Expression,0.14323151281388055,0.0,0.0,239,0.02352662354950623,166
ENSG00000187134,AKR1C1,Gene Expression,0.1432178521092249,0.0,0.0,1489,0.19856042638777174,791
ENSG00000140105,WARS,Gene Expression,0.1429501565653859,0.0,0.0,3019,0.3952335175916657,1382
ENSG00000105193,RPS16,Gene Expression,0.14281587102094004,0.0,0.0,14184,1.4239467115720055,2528
ENSG00000185966,LCE3E,Gene Expression,0.14189259176811178,0.0,0.0,749,0.08884957305410895,377
ENSG00000164405,UQCRQ,Gene Expression,0.14187160603918691,0.0,0.0,3470,0.23562424900799792,980
ENSG00000089157,RPLP0,Gene Expression,0.1417916546457669,0.0,0.0,17204,1.67935773112381,2646
ENSG00000169248,CXCL11,Gene Expression,0.1405891800756916,0.0,0.0,649,0.07496333607853137,382
ENSG00000137154,RPS6,Gene Expression,0.14043842708987722,0.0,0.0,16773,1.7796914475106698,2703
ENSG00000184292,TACSTD2,Gene Expression,0.13963114276224484,0.0,0.0,3108,0.26833037320885816,1085
ENSG00000159871,LYPD5,Gene Expression,0.13915538041852446,0.0,0.0,486,0.05042873732389909,290
